no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
753,0525-2,3,11_p,Jiyoon has family dinner with JuJu and Habi. ,Jiyoon has family dinner with JuJu and Habi. ,1131,1131,1131,prediction,11,p,,
754,0526-2,3,11_p0,Jiyoon meets Elliot,Jiyoon meets Elliot,1,0,1,prediction,11,p0,,
755,0526-2,3,11_p,Jiyon meets Hani and Juju and they congratulate her on her promotion to the Chair,Jiyoon meets Habi and Juju and they congratulate her on her promotion to the Chair,1,0,1,prediction,11,p,,
756,0527-1,3,11_p0,"Jiyoon goes to the Title IX office to talk about Joan, and bumps into Dafna on the way.","Jiyoon goes to the Title IX office to talk about Joan, and bumps into Dafna on the way.",1 1,0,1 1,prediction,11,p0,,
757,0527-1,3,11_p,"Jiyoon goes home, where Habi is taking care of her daughter JuJu. He asks how work is going, and she is clearly stressed out.","Jiyoon goes home, where Habi is taking care of her daughter JuJu. He asks how work is going, and she is clearly stressed out.",1131 1 1,1131,1131 1 1,prediction,11,p,,
758,0528-1,3,11_p0,Jiyoon talks to the Dean about the list of names and other ideas on how to save the department. There is awkwardness.,Jiyoon talks to the Dean about the list of names and other ideas on how to save the department. There is awkwardness.,1,1 1 1,1,prediction,11,p0,,
759,0528-1,3,11_p,Jiyoon talks to habi about challenges she is facing at work. Jiyoon makes it home and talks to JuJu about her day. ,Jiyoon talks to habi about challenges she is facing at work. Jiyoon makes it home and talks to JuJu about her day. ,1131,1131,1131,prediction,11,p,,
760,0608-1,3,11_p0,Jiyoon maybe goes home to her father Habi and daughter Juju after a long day at work.,Jiyoon maybe goes home to her father Habi and daughter Juju after a long day at work.,1131,1131,1131,prediction,11,p0,,
761,0608-1,3,11_p,Jiyoon maybe goes home to her father Habi and daughter Juju after a long day at work. She possible tells Habi how her day was and what her plan is to move forward with increasing enrollment,Jiyoon maybe goes home to her father Habi and daughter Juju after a long day at work. She possible tells Habi how her day was and what her plan is to move forward with increasing enrollment,1131,1131,1131,prediction,11,p,,
762,0608-2,3,11_p0,Bill encounters Dafna again. Yaz comes to Jiyoon's office and chat about Elliot.,Bill encounters Dafna again. Yaz comes to Jiyoon's office and chat about Elliot.,1 1,0,1 1,prediction,11,p0,,
763,0608-2,3,11_p,Jiyoon goes back home. Habi and JuJu are there to greet her. She seems really stressed and Habi asks why.,Jiyoon goes back home. Habi and JuJu are there to greet her. She seems really stressed and Habi asks why.,1131 1,1131,1131 1,prediction,11,p,,
764,0611-1,3,11_p0,Students start dropping out of Yaz's course. Yaz and Elliot have a tension with how to teach the course. Jiyoon has a (less than successful) conversation with Elliot about the curriculum and to modernise his methods. Elliot pulls out of Yaz's tenure review committee?,Students start dropping out of Yaz's course. Yaz and Elliot have a tension with how to teach the course. Jiyoon has a (less than successful) conversation with Elliot about the curriculum and to modernise his methods. Elliot pulls out of Yaz's tenure review committee?,1 1 1 1,1,1 1 1 1,prediction,11,p0,,
765,0611-1,3,11_p,"Jiyoon has a talk with her father, Habi, who happens to be an important individual within the faculty? Jiyoon also spends some time with JuJu while she asks difficult questions like why she is not dating Bill.","Jiyoon has a talk with her father, Habi, who happens to be an important individual within the faculty? Jiyoon also spends some time with JuJu while she asks difficult questions like why she is not dating Bill.",1131,1131,1131,prediction,11,p,,
766,0612-2,3,11_p0,Yaz complains to Jiyoon about how lecturing with Elliot has been. The Dean asks Jiyoon about any progress she has made on getting the 3 faculty on the list to boost their class enrollments. ,Yaz complains to Jiyoon about how lecturing with Elliot has been. The Dean asks Jiyoon about any progress she has made on getting the 3 faculty on the list to boost their class enrollments. ,1 1,0,1 1,prediction,11,p0,,
767,0612-2,3,11_p,"Jiyoon returns home after work, greeting her father Habi who was babysitting her daughter JuJu. Jiyoon plays with JuJu. ","Jiyoon returns home after work, greeting her father Habi who was babysitting her daughter JuJu. Jiyoon plays with JuJu. ",1131,1131,1131,prediction,11,p,,
768,0614-1,3,11_p0,"Jiyoon will be filing papers and filling out forms. While working, Jiyoon will come across important information that will change the department and their funding. ","Jiyoon will be filing papers and filling out forms. While working, Jiyoon will come across important information that will change the department and their funding. ",1 1,0,1 1,prediction,11,p0,,
769,0614-1,3,11_p,Jiyoon will leave work to pick up JuJu. JuJu will talk about how her day went. While talking Habi will call and say that he made diner. At diner Jiyoon will tell Habi how her day went and her upcoming challenges.,Jiyoon will leave work to pick up JuJu. JuJu will talk about how her day went. While talking Habi will call and say that he made diner. At diner Jiyoon will tell Habi how her day went and her upcoming challenges.,1 1 1 1131 1,1131,1 1 1 1131 1,prediction,11,p,,
770,0615-2,3,11_p0,Jiyoon visits her home and meets Habi and Juju. They celebrate together for her new chair position. Jiyoon starts to share her frustration about her current situation.,Jiyoon visits her home and meets Habi and Juju. They celebrate together for her new chair position. Jiyoon starts to share her frustration about her current situation.,1131 1 1,1131,1131 1 1,prediction,11,p0,,
771,0615-2,3,11_p,Jiyoon visits her home and meets Habi and Juju. They celebrate together for her new chair position. Jiyoon starts to share her frustration about her current situation.,Jiyoon visits her home and meets Habi and Juju. They celebrate together for her new chair position. Jiyoon starts to share her frustration about her current situation.,1131 1 1,1131,1131 1 1,prediction,11,p,,
772,0615-3,3,11_p0,,,1 1 1,0,1 1 1,prediction,11,p0,,
773,0615-3,3,11_p,,,1131 1,1131,1131 1,prediction,11,p,,
774,0619-2,3,11_p0,Bill is home with Doodles.,Bill is home with Doodles.,1,0,1,prediction,11,p0,,
775,0619-2,3,11_p,"Jiyoon gets home and is greeted with Habi and JuJu. Habit asks how Jiyoon's day was, and Jiyoon admits that it was terrible. Habi warmly tries to tell Jiyoon and her job is not easy. JuJu watches from the side.","Jiyoon gets home and is greeted with Habi and JuJu. Habit asks how Jiyoon's day was, and Jiyoon admits that it was terrible. Habi warmly tries to tell Jiyoon and her job is not easy. JuJu watches from the side.",1131 1 1 1,1131,1131 1 1 1,prediction,11,p,,
776,0629-1,3,11_p0,Bill runs into Dafna again and she asks him again about getting into his class.,Bill runs into Dafna again and she asks him again about getting into his class.,1 1,0,1 1,prediction,11,p0,,
777,0629-1,3,11_p,"Jiyoon, Habi, and JuJu are talking about Jiyoon's first day as chair.","Jiyoon, Habi, and JuJu are talking about Jiyoon's first day as chair.",1,0,1,prediction,11,p,,
778,0522-1,3,12_r0,"Jiyoon is the new chair, taking over bill's previous role. Bill is a professor at the school who is slacking. He has a joke of reputation with the students and unorganized. He hasnt even created as syllabus plan. ","Jiyoon is the new chair, taking over bill's previous role. Bill is a professor at the school who is slacking. He has a joke of reputation with the students and unorganized. He hasnt even created as syllabus plan. ",0 0 0 555,61 101 87,0 0 0 87,retrodiction,12,r0,,
779,0522-1,3,12_r,"Joan is another professor at the university who is doing a better job than bill --- Lila is Billl's TA and has expresed to Jiyoon that Bill is unorganized --- Bill used to be the chair, and now Jiyoon has taken over the responsibility. Bill is unorganized and having issues in his life that are disrupting his ability to teach. ","Joan is another professor at the university who is doing a better job than bill --- Lila is Billl's TA and has expresed to Jiyoon that Bill is unorganized --- Bill used to be the chair, and now Jiyoon has taken over the responsibility. Bill is unorganized and having issues in his life that are disrupting his ability to teach. ",1 1202 0 0 0,61 101 1181 70 84,0 1181 0 0 0 0,retrodiction,12,r,,
780,0522-3,3,12_r0,,,1 1 1,0,1 1 1,retrodiction,12,r0,,
781,0522-3,3,12_r,,,1 1 1203 1,67 1181 1 1 1203 1231,0 1181 1 0 0 0 1203 1231,retrodiction,12,r,,
782,0523-2,3,12_r0,"Bill teaches a class and is not trying because he is a tenured professor. His colleague, Jiyoon, is chair of the department Bill used to be the chair of. Bill has recently rescinded the position to her and is on the path towards retirement, lowering his effort.","Bill teaches a class and is not trying because he is a tenured professor. His colleague, Jiyoon, is chair of the department Bill used to be the chair of. Bill has recently rescinded the position to her and is on the path towards retirement, lowering his effort.",0 0 0 0,61 101,0 0 0 0,retrodiction,12,r0,,
783,0523-2,3,12_r,"Joan is a professor in the same department as bill and Jiyoon. She is reading course reviews in her office.  --- Lila is complaining to Jiyoon about the effort Bill is putting into the class he is teaching. Lila is the TA for that class. --- Jiyoon brings the problems Lila presented to Bill, who is dismissive. ","Joan is a professor in the same department as bill and Jiyoon. She is reading course reviews in her office.  --- Lila is complaining to Jiyoon about the effort Bill is putting into the class he is teaching. Lila is the TA for that class. --- Jiyoon brings the problems Lila presented to Bill, who is dismissive. ",1 1 0 1,1181 1231 1 1,1181 1231 1 1,retrodiction,12,r,,
784,0523-4,3,12_r0,Jiyoon sees that Bill is not doing well in his class and gets angry.,Jiyoon sees that Bill is not doing well in his class and gets angry.,0,0,0,retrodiction,12,r0,,
785,0523-4,3,12_r,"Joan receives a complaint about Bill's class. --- Lila goes to Jiyoon to discuss Bill's recent performance in class, which is not very good. --- Jiyoon asks Bill about what has been going on, but Bill doesn't take her seriously.","Joan receives a complaint about Bill's class. --- Lila goes to Jiyoon to discuss Bill's recent performance in class, which is not very good. --- Jiyoon asks Bill about what has been going on, but Bill doesn't take her seriously.",1 1 1,1181 1231 1,1181 1231 1,retrodiction,12,r,,
786,0524-1,3,12_r0,Bill showed up late to class and Lila complained to Jiyoon that Bill was neglecting his students and teaching responsibilities. Dafna complained to Jiyoon as well.,Bill showed up late to class and Lila complained to Jiyoon that Bill was neglecting his students and teaching responsibilities. Dafna complained to Jiyoon as well.,0 1 1,1154 1181,1154 1181 1,retrodiction,12,r0,,
787,0524-1,3,12_r,Joan walks in to borrow something from Bill's classroom only to notice that the students are there but Bill is not. Joan calls Jiyoon. --- Jiyoon learns that Bill is absent and comes to the class only to find Lila having to teach the students by herself. --- Jiyoon begins teaching the class until Bill shows up half an hour late.,Joan walks in to borrow something from Bill's classroom only to notice that the students are there but Bill is not. Joan calls Jiyoon. --- Jiyoon learns that Bill is absent and comes to the class only to find Lila having to teach the students by herself. --- Jiyoon begins teaching the class until Bill shows up half an hour late.,1 1 1 1 1,0,1 1 1 1 1,retrodiction,12,r,,
